code,name
'192250,케이사인
'072870,메가스터디
'036890,진성티이씨
'078890,가온미디어
'035460,기산텔레콤
'069140,누리플랜
'060540,에스에이티
'096690,에이루트
'037030,파워넷
'054300,팬스타엔터프라이즈
'023800,인지컨트롤스
'002270,롯데푸드
'029460,케이씨
'060480,국일신동
'301410,ARIRANG 코스닥150선물인버스
'227950,마이크로텍
'152330,코리아오토글라스
'033160,엠케이전자
'161000,애경유화
'049070,인탑스
'277630,TIGER 코스피
'045100,한양이엔지
'036670,KCI
'053290,NE능률
'094850,참좋은여행
'327260,메탈라이프
'210540,디와이파워
'073540,에프알텍
'171090,선익시스템
'003920,남양유업
'305080,TIGER 미국채10년선물
'100220,비상교육
'006090,사조오양
'002760,보락
'009180,한솔로지스틱스
'294400,KOSEF 200TR
'050760,에스폴리텍
'249420,일동제약
'133820,화인베스틸
'068400,SK렌터카
'196450,디오스텍
'026040,제이에스티나
'263770,유에스티
'031440,신세계푸드
'065510,휴비츠
'126870,뉴로스
'570046,TRUE 인버스 2X 천연가스 선물 ETN(H)
'088910,동우팜투테이블
'060240,룽투코리아
'192400,쿠쿠홀딩스
'003545,대신증권우
'114820,TIGER 국채3년
'008700,아남전자
'002290,삼일기업공사
'104540,코렌텍
'012030,DB
'131100,스카이이앤엠
'182690,테라셈
'220630,해마로푸드서비스
'033320,제이씨현시스템
'096040,이트론
'275980,TIGER 글로벌4차산업혁신기술(합성 H)
'013310,아진산업
'000370,한화손해보험
'001250,GS글로벌
'051980,센트럴바이오
'089790,제이티
'094480,갤럭시아컴즈
'090850,이지웰
'251970,펌텍코리아
'007720,대명소노시즌
'054800,아이디스홀딩스
'013030,하이록코리아
'295820,ARIRANG 200동일가중
'002450,삼익악기
'069660,KOSEF 200
'014130,한익스프레스
'158430,아톤
'052600,한네트
'010050,우리종금
'019550,SBI인베스트먼트
'001140,국보
'220260,켐트로스
'290550,디케이티
'044820,코스맥스비티아이
'245710,KINDEX 베트남VN30(합성)
'053270,구영테크
'900280,골든센츄리
'015590,큐로
'007120,미래아이앤지
'037760,쎄니트
'004060,SG세계물산
'023910,대한약품
'092220,KEC
'023770,플레이위드
'011930,신성이엔지
'284740,쿠쿠홈시스
'064800,젬백스링크
'013870,지엠비코리아
'053450,세코닉스
'122350,삼기오토모티브
'119650,KC코트렐
'016610,DB금융투자
'000490,대동공업
'049630,재영솔루텍
'090470,제이스텍
'329750,TIGER 미국달러단기채권액티브
'141070,맥스로텍
'203780,TIGER 미국나스닥바이오
'017940,E1
'191420,테고사이언스
'014620,성광벤드
'317870,엔바이오니아
'079970,투비소프트
'290740,액트로
'064240,홈캐스트
'114630,우노앤컴퍼니
'054210,이랜텍
'091180,KODEX 자동차
'080000,에스엔유
'105550,트루윈
'222040,코스맥스엔비티
'100130,동국S&C
'139670,키네마스터
'124560,태웅로직스
'009300,삼아제약
'227840,현대코퍼레이션홀딩스
'226320,잇츠한불
'28513K,SK케미칼우
'018000,유니슨
'234100,세원
'003300,한일홀딩스
'003220,대원제약
'092070,디엔에프
'007860,서연
'950170,JTC
'077360,덕산하이메탈
'009810,엔케이물산
'079810,디이엔티
'128820,대성산업
'219550,MP한강
'096240,청담러닝
'104040,대성파인텍
'226340,본느
'089470,HDC현대EP
'015860,일진홀딩스
'020760,일진디스플
'091170,KODEX 은행
'139050,데일리블록체인
'150460,TIGER 중국소비테마
'065650,메디프론
'005945,NH투자증권우
'030720,동원수산
'006040,동원산업
'010280,쌍용정보통신
'225030,TIGER 미국S&P500선물인버스(H)
'007160,사조산업
'032190,다우데이타
'161510,ARIRANG 고배당주
'570045,TRUE 레버리지 천연가스 선물 ETN(H)
'002240,고려제강
'269620,시스웍
'068790,DMS
'002995,금호산업우
'005090,삼광글라스
'171010,램테크놀러지
'570027,TRUE 인버스 2X 유로스탁스50 ETN(H)
'284620,하나금융11호스팩
'225130,KINDEX 골드선물 레버리지(합성 H)
'001200,유진투자증권
'022220,정산애강
'226360,이엑스티
'071950,코아스
'306620,네온테크
'217480,에스디생명공학
'014830,유니드
'002030,아세아
'500003,신한 인버스 WTI원유 선물 ETN(H)
'217500,러셀
'226440,한송네오텍
'080470,성창오토텍
'011330,유니켐
'084690,대상홀딩스
'005030,부산주공
'119830,아이텍
'056700,신화인터텍
'019570,리더스 기술투자
'244580,KODEX 바이오
'003780,진양산업
'002960,한국쉘석유
'005960,동부건설
'147760,마이크로프랜드
'013570,디와이
'500030,신한 인버스 2X 은 선물 ETN(H)
'053610,프로텍
'000520,삼일제약
'214980,KODEX 단기채권PLUS
'254120,자비스
'097955,CJ제일제당 우
'001880,삼호
'272110,케이엔제이
'500051,신한 인버스 2X S&P500 선물 ETN
'013580,계룡건설
'066410,버킷스튜디오
'001780,알루코
'023440,제일제강
'001540,안국약품
'271980,제일약품
'187790,나노
'095910,에스에너지
'138580,비즈니스온
'048830,엔피케이
'014200,광림
'010640,진양폴리
'097870,효성오앤비
'023600,삼보판지
'102260,동성코퍼레이션
'126600,코프라
'900310,컬러레이
'032750,삼진
'044490,태웅
'020120,키다리스튜디오
'012200,계양전기
'098120,마이크로컨텍솔
'014470,부방
'248170,샘표식품
'170920,엘티씨
'033660,아주캐피탈
'011370,서한
'037230,한국팩키지
'225570,넷게임즈
'003960,사조대림
'203450,유니온커뮤니티
'069410,엔텔스
'014820,동원시스템즈
'019685,대교우B
'089890,코세스
'025770,한국정보통신
'025750,한솔홈데코
'266370,KODEX IT
'153490,우리이앤엘
'071320,지역난방공사
'301440,ARIRANG 코스피중형주
'530056,삼성 인버스 2X 금 선물 ETN(H)
'275750,KBSTAR 코스닥150선물인버스
'008250,이건산업
'144620,코오롱머티리얼
'104460,동양피엔에프
'043090,큐브앤컴퍼니
'063760,이엘피
'256630,포인트엔지니어링
'089230,THE E&M
'178780,유테크
'02826K,삼성물산우B
'093920,서원인텍
'120115,코오롱인더우
'001065,JW중외제약우
'006340,대원전선
'058850,KTcs
'000400,롯데손해보험
'016920,카스
'046310,백금T&A
'950180,SNK
'300080,플리토
'145670,KINDEX 인버스
'078860,아이오케이
'109960,에이프로젠 H&G
'234300,에스트래픽
'236350,TIGER 인도니프티50레버리지(합성)
'003570,S&T중공업
'110990,디아이티
'015890,태경산업
'228340,동양파일
'012205,계양전기우
'043610,지니뮤직
'059210,메타바이오메드
'251630,브이원텍
'058610,에스피지
'148250,알엔투테크놀로지
'042040,케이피엠테크
'109740,디에스케이
'108490,로보티즈
'186230,그린플러스
'078000,텔코웨어
'052790,액토즈소프트
'122900,아이마켓코리아
'131220,대한과학
'099520,ITX엠투엠
'002460,화성산업
'004830,덕성
'041460,한국전자인증
'500053,신한 레버리지 천연가스 선물 ETN
'091230,TIGER 반도체
'194370,제이에스코퍼레이션
'029530,신도리코
'101240,씨큐브
'189860,서전기전
'053700,삼보모터스
'037440,희림
'530063,삼성 레버리지 구리 선물 ETN(H)
'004200,고려개발
'182480,TIGER 미국MSCI리츠(합성 H)
'039570,HDC아이콘트롤스
'033530,세종공업
'290120,대유에이피
'041590,젬백스지오
'038060,루멘스
'311390,네오크레마
'319640,TIGER 골드선물(H)
'004440,대림씨엔에스
'052300,W홀딩컴퍼니
'084010,대한제강
'019180,티에이치엔
'193250,와이제이엠게임즈
'297090,씨에스베어링
'238200,비피도
'200250,KOSEF 인도Nifty50(합성)
'003310,대주산업
'261260,KODEX 미국달러선물인버스2X
'241790,오션브릿지
'051630,진양화학
'002300,한국제지
'014710,사조씨푸드
'018310,삼목에스폼
'322180,티라유텍
'070590,한솔인티큐브
'131030,디에이치피코리아
'315930,KODEX Top5PlusTR
'016880,웅진
'033920,무학
'530002,삼성 인버스 China A50 선물 ETN(H)
'101330,모베이스
'115160,휴맥스
'218420,KODEX 미국S&P에너지(합성)
'019660,글로본
'038880,아이에이
'263800,데이타솔루션
'222810,한류AI센터
'078650,코렌
'102460,이연제약
'123570,이엠넷
'049960,쎌바이오텍
'001530,DI동일
'039290,인포뱅크
'204620,글로벌텍스프리
'140670,알에스오토메이션
'019990,에너토크
'269540,ARIRANG 미국S&P500(H)
'001130,대한제분
'147830,제룡산업
'001045,CJ우
'299910,베스파
'030210,KTB투자증권
'095270,웨이브일렉트로
'123410,코리아에프티
'023350,한국종합기술
'010240,흥국
'00088K,한화3우B
'032560,황금에스티
'060310,3S
'052330,코텍
'265560,영화테크
'035510,신세계 I&C
'117730,티로보틱스
'225330,씨엠에스에듀
'005680,삼영전자
'136490,선진
'011040,경동제약
'138040,메리츠금융지주
'278240,KBSTAR 코스닥150선물레버리지
'267790,배럴
'033240,자화전자
'019540,일지테크
'043370,평화정공
'317400,자이에스앤디
'001210,금호전기
'217190,제너셈
'009070,KCTC
'045340,토탈소프트
'089140,넥스턴
'000215,대림산업우
'074430,아미노로직스
'036580,팜스코
'043710,서울리거
'153710,옵티팜
'086670,비엠티
'042600,새로닉스
'000320,노루홀딩스
'123750,알톤스포츠
'281740,레이크머티리얼즈
'036000,예림당
'159650,하이골드8호
'141000,비아트론
'101670,코리아에스이
'054630,에이디칩스
'089530,에이티세미콘
'00499K,롯데지주우
'155660,DSR
'051780,큐로홀딩스
'114120,크루셜텍
'043290,케이맥
'025950,동신건설
'000040,KR모터스
'053690,한미글로벌
'001790,대한제당
'500013,신한 옥수수 선물 ETN(H)
'053060,세동
'002680,한탑
'252500,세화피앤씨
'092600,앤씨앤
'078020,이베스트투자증권
'011560,세보엠이씨
'023890,한국아트라스비엑스
'331910,KOSEF Fn중소형
'080520,오디텍
'204450,KODEX China H 레버리지(H)
'039310,세중
'104700,한국철강
'306200,세아제강
'049120,파인디앤씨
'002170,삼양통상
'530067,삼성 KRX 금현물 ETN
'051360,토비스
'001720,신영증권
'073190,듀오백
'205500,액션스퀘어
'096350,대창솔루션
'042420,네오위즈홀딩스
'076610,해성옵틱스
'090370,메타랩스
'052900,KMH하이텍
'160980,싸이맥스
'010690,화신
'290270,휴네시온
'264900,크라운제과
'122450,KMH
'033170,시그네틱스
'204020,그리티
'096610,알에프세미
'008420,문배철강
'094970,제이엠티
'200880,서연이화
'072990,에이치시티
'197140,디지캡
'208140,정다운
'000480,조선내화
'001750,한양증권
'009440,KC그린홀딩스
'024800,유성티엔에스
'011700,한신기계
'103590,일진전기
'075580,세진중공업
'024950,삼천리자전거
'227100,디자인
'013120,동원개발
'067280,멀티캠퍼스
'217600,켐온
'049080,기가레인
'038460,바이오스마트
'189980,흥국에프엔비
'005990,매일홀딩스
'082640,동양생명
'245340,TIGER 미국다우존스30
'054920,한컴위드
'338100,NH프라임리츠
'052220,iMBC
'217330,싸이토젠
'225190,삼양옵틱스
'063170,서울옥션
'030350,드래곤플라이
'104620,노랑풍선
'092870,엑시콘
'082660,코스나인
'039740,한국정보공학
'138250,엔에스쇼핑
'009200,무림페이퍼
'152870,파워 200
'285490,노바텍
'075970,동국알앤에스
'033560,블루콤
'100030,모바일리더
'950110,SBI핀테크솔루션즈
'011230,삼화전자
'220100,퓨쳐켐
'130580,나이스디앤비
'079370,제우스
'041020,인프라웨어
'214390,경보제약
'012600,청호컴넷
'017480,삼현철강
'138230,KOSEF 미국달러선물
'044060,조광ILI
'102970,KODEX 증권
'009415,태영건설우
'068050,팬엔터테인먼트
'270810,KBSTAR 코스닥150
'00279K,아모레G3우(전환)
'057680,옴니텔
'065710,서호전기
'304660,KODEX 미국채울트라30년선물(H)
'500038,신한 인버스 2X 금 선물 ETN
'054090,삼진엘앤디
'100840,S&TC
'005810,풍산홀딩스
'092780,동양피스톤
'005720,넥센
'008355,남선알미우
'017250,인터엠
'024840,KBI메탈
'040160,누리텔레콤
'225050,TIGER 유로스탁스레버리지(합성 H)
'003830,대한화섬
'014910,성문전자
'085670,뉴프렉스
'100090,삼강엠앤티
'085310,엔케이
'308620,KODEX 미국채10년선물
'092130,이크레더블
'053280,예스24
'190160,ARIRANG 단기유동성
'047560,이스트소프트
'277410,인산가
'004970,신라교역
'058430,포스코강판
'027580,상보
'256750,KODEX 심천ChiNext(합성)
'265690,KINDEX 러시아MSCI(합성)
'080420,모다이노칩
'024090,디씨엠
'169950,KODEX 중국본토 A50
'016710,대성홀딩스
'010770,평화홀딩스
'078140,대봉엘에스
'001380,SG충방
'038340,UCI
'003547,대신증권2우B
'014915,성문전자우
'036010,아비코전자
'002780,진흥기업
'037370,EG
'002870,신풍제지
'306950,KODEX KRX300레버리지
'570022,TRUE 레버리지 S&P500 선물 ETN(H)
'250000,보라티알
'222110,팬젠
'149980,하이로닉
'014190,원익큐브
'016100,리더스코스메틱
'003030,세아제강지주
'106190,하이텍팜
'048870,시너지이노베이션
'177350,베셀
'093240,형지엘리트
'004100,태양금속
'001420,태원물산
'046110,한일네트웍스
'279540,KODEX 최소변동성
'317320,한화에스비아이스팩
'027040,서울전자통신
'015230,대창단조
'007540,샘표
'101530,해태제과식품
'317830,에스피시스템스
'089850,유비벨록스
'075130,플랜티넷
'002690,동일제강
'219750,지티지웰니스
'011785,금호석유우
'530015,삼성 미국 대형 성장주 ETN(H)
'083420,그린케미칼
'117690,TIGER 차이나항셍25
'019490,하이트론
'044450,KSS해운
'016580,환인제약
'181340,이즈미디어
'053050,지에스이
'072710,농심홀딩스
'046210,파나진
'500050,신한 레버리지 S&P500 선물 ETN
'130660,한전산업
'004780,대륙제관
'005190,동성화학
'001570,금양
'530062,삼성 인버스 2X 은 선물 ETN(H)
'059120,아진엑스텍
'066900,디에이피
'093640,다믈멀티미디어
'250930,예선테크
'032080,아즈텍WB
'092300,현우산업
'000105,유한양행우
'121440,골프존뉴딘홀딩스
'227540,TIGER 200 헬스케어
'003120,일성신약
'047770,코데즈컴바인
'006580,대양제지
'500052,신한 FnGuide 5G 테마주 ETN
'046140,SBS콘텐츠허브
'085620,미래에셋생명
'131400,액트
'060280,큐렉소
'139230,TIGER 200 중공업
'078935,GS우
'108380,대양전기공업
'123840,한일진공
'005740,크라운해태홀딩스
'241770,메카로
'012620,원일특강
'114810,아이원스
'114260,KODEX 국고채3년
'095570,AJ네트웍스
'292190,KODEX KRX300
'029480,바른테크놀로지
'217620,디딤
'053160,프리엠스
'009780,엠에스씨
'015710,코콤
'049720,고려신용정보
'032980,바이온
'004560,현대비앤지스틸
'036560,영풍정밀
'004150,한솔홀딩스
'173940,에프엔씨엔터
'570026,TRUE 레버리지 유로스탁스50 ETN(H)
'066360,체리부로
'192390,윈하이텍
'002795,아모레G우
'228790,TIGER 화장품
'213610,KODEX 삼성그룹밸류
'270520,지엔원에너지
'002820,선창산업
'012320,경동인베스트
'287180,ARIRANG 미국나스닥기술주
'000300,대유플러스
'006345,대원전선우
'043260,성호전자
'253590,네오셈
'334700,KBSTAR 팔라듐선물인버스(H)
'159910,스킨앤스킨
'332620,ARIRANG 미국장기우량회사채
'035080,인터파크홀딩스
'001940,KISCO홀딩스
'001020,페이퍼코리아
'000140,하이트진로홀딩스
'042110,에스씨디
'092460,한라IMS
'222980,한국맥널티
'196300,애니젠
'014280,금강공업
'267290,경동도시가스
'258830,세종메디칼
'145270,케이탑리츠
'306520,HANARO 200선물인버스
'014940,오리엔탈정공
'018500,동원금속
'004690,삼천리
'096640,멜파스
'036530,S&T홀딩스
'006740,영풍제지
'204840,지엘팜텍
'056080,유진로봇
'33626K,두산퓨얼셀1우
'021040,대호피앤씨
'004360,세방
'013520,화승알앤에이
'054540,삼영엠텍
'154040,솔루에타
'128660,피제이메탈
'117700,KODEX 건설
'140070,서플러스글로벌
'072950,빛샘전자
'317530,캐리소프트
'002025,코오롱우
'023460,CNH
'214330,금호에이치티
'173130,오파스넷
'101170,우림기계
'246960,이노테라피
'000547,흥국화재2우B
'337140,KODEX 코스피대형주
'108790,인터파크
'049550,잉크테크
'034810,해성산업
'054950,제이브이엠
'101390,아이엠
'005160,동국산업
'252400,KBSTAR 200선물레버리지
'139220,TIGER 200 건설
'071670,에이테크솔루션
'006125,SK디스커버리우
'053300,한국정보인증
'017370,우신시스템
'011420,갤럭시아에스엠
'115500,케이씨에스
'095500,미래나노텍
'137610,TIGER 농산물선물Enhanced(H)
'004700,조광피혁
'000725,현대건설우
'258790,소프트캠프
'033310,디케이디앤아이
'094820,일진파워
'001725,신영증권우
'040420,정상제이엘에스
'001000,신라섬유
'031980,피에스케이홀딩스
'049830,승일
'069730,DSR제강
'161570,THE MIDONG
'234920,자이글
'023760,한국캐피탈
'005670,푸드웰
'002840,미원상사
'007530,영신금속
'277070,린드먼아시아
'017900,광전자
'009970,영원무역홀딩스
'280930,KODEX 미국러셀2000(H)
'009310,참엔지니어링
'011810,STX
'003800,에이스침대
'104200,NHN벅스
'271060,KODEX 3대농산물선물(H)
'016800,퍼시스
'208710,바이오로그디바이스
'005710,대원산업
'065690,파커스
'123330,제닉
'041440,에버다임
'500035,신한 레버리지 미국달러 선물 ETN
'015260,에이엔피
'004380,삼익THK
'283580,KODEX 중국본토CSI300
'222420,쎄노텍
'025880,케이씨피드
'027710,팜스토리
'036090,위지트
'280940,KODEX 골드선물인버스(H)
'253250,KOSEF 200선물레버리지
'071090,하이스틸
'004415,서울식품우
'006140,피제이전자
'051490,나라엠앤디
'009275,신원우
'023450,동남합성
'065350,신성델타테크
'093380,풍강
'079950,인베니아
'039420,케이엘넷
'105010,TIGER 라틴35
'007280,한국특수형강
'058860,KTis
'33626L,두산퓨얼셀2우B
'310200,애니플러스
'109080,옵티시스
'089970,에이피티씨
'950140,잉글우드랩
'152380,KODEX 국채선물10년
'131290,티에스이
'134060,이퓨쳐
'002230,피에스텍
'032940,원익
'243890,TIGER 200에너지화학레버리지
'221840,하이즈항공
'184230,SGA솔루션즈
'275630,에스에스알
'037400,우리조명
'008260,NI스틸
'002880,대유에이텍
'003555,LG우
'017000,신원종합개발
'066620,국보디자인
'167860,KOSEF 국고채10년레버리지
'088130,동아엘텍
'065500,오리엔트정공
'500021,신한 천연가스 선물 ETN(H)
'138690,엘아이에스
'218150,미래생명자원
'228800,TIGER 여행레저
'050090,휘닉스소재
'219900,KINDEX 중국본토CSI300레버리지(합성)
'047080,한빛소프트
'246720,아스타
'039010,현대통신
'082850,우리바이오
'126640,화신정공
'208350,지란지교시큐리티
'292570,TIGER 일본엔선물레버리지
'225800,KOSEF 미국달러선물레버리지
'237350,KODEX 코스피100
'008775,호텔신라우
'024880,케이피에프
'067920,이글루시큐리티
'000680,LS네트웍스
'195930,TIGER 유로스탁스50(합성 H)
'096870,엘디티
'101060,SBS미디어홀딩스
'044780,에이치케이
'053350,이니텍
'313760,윌링스
'208640,썸에이지
'049430,코메론
'069110,코스온
'003680,한성기업
'530032,삼성 Cushing 에너지인프라 MLP ETN
'002810,삼영무역
'143210,핸즈코퍼레이션
'550014,QV 바이오 TOP5 ETN
'093520,매커스
'122090,ARIRANG 코스피50
'011155,CJ씨푸드1우
'049520,유아이엘
'073640,삼원테크
'134790,시디즈
'005010,휴스틸
'004590,한국가구
'084730,팅크웨어
'038620,위즈코프
'206400,엔터메이트
'136510,쎄미시스코
'038010,제일테크노스
'166400,TIGER 200커버드콜5%OTM
'140520,대창스틸
'000180,성창기업지주
'000700,유수홀딩스
'194480,데브시스터즈
'003610,방림
'010400,우진아이엔에스
'008470,부스타
'208860,엔지스테크널러지
'032280,삼일
'035200,프럼파스트
'007690,국도화학
'094840,슈프리마에이치큐
'019770,서연탑메탈
'010420,한솔PNS
'219130,타이거일렉
'196700,웹스
'150900,파수
'064480,브리지텍
'025820,이구산업
'005750,대림B&Co
'078350,한양디지텍
'016090,대현
'048770,TPC
'105330,케이엔더블유
'009160,SIMPAC
'266410,KODEX 필수소비재
'110020,전진바이오팜
'088790,진도
'213630,ARIRANG 미국다우존스고배당주(합성 H)
'006890,태경케미컬
'210780,TIGER 코스피고배당
'065570,삼영이엔씨
'261270,KODEX 미국달러선물인버스
'187220,디티앤씨
'530064,삼성 인버스 2X 구리 선물 ETN(H)
'092200,디아이씨
'006110,삼아알미늄
'001270,부국증권
'054040,한국컴퓨터
'000545,흥국화재우
'570019,TRUE 코스피 양매도 5% OTM ETN
'134380,미원화학
'212560,네오오토
'045510,정원엔시스
'041520,이라이콤
'317770,슈프리마아이디
'001290,상상인증권
'004105,태양금속우
'037350,성도이엔지
'009770,삼정펄프
'107590,미원홀딩스
'168580,KINDEX 중국본토CSI300
'163560,동일고무벨트
'004250,NPC
'114470,KOSEF 국고채3년
'263810,상신전자
'000225,유유제약1우
'006220,제주은행
'225590,패션플랫폼
'263020,디케이앤디
'298770,KODEX 한국대만IT프리미어
'127710,아시아경제
'009680,모토닉
'001080,만호제강
'237750,피앤씨테크
'016450,한세예스24홀딩스
'007330,푸른저축은행
'253290,KBSTAR 헬스케어채권혼합
'071970,STX중공업
'077970,STX엔진
'306530,HANARO 코스닥150선물레버리지
'134580,디엠티
'060380,동양에스텍
'195980,ARIRANG 신흥국MSCI(합성 H)
'005305,롯데칠성우
'024120,KB오토시스
'139280,TIGER 경기방어
'286750,나노브릭
'297570,알로이스
'024890,대원화성
'263860,지니언스
'900120,씨케이에이치
'092440,기신정기
'007770,한일화학
'067830,세이브존I&C
'100250,진양홀딩스
'000850,화천기공
'007340,디티알오토모티브
'002200,수출포장
'000430,대원강업
'172580,하이골드12호
'113810,디젠스
'027970,세하
'276650,KBSTAR 글로벌4차산업IT(합성 H)
'045300,성우테크론
'099140,KODEX China H
'006660,삼성공조
'007590,동방아그로
'064090,에프앤리퍼블릭
'020710,시공테크
'036710,심텍홀딩스
'065770,CS
'069510,에스텍
'329650,KODEX TRF3070
'016385,KG동부제철우
'500009,신한 다우존스지수 선물 ETN(H)
'316300,KINDEX 싱가포르리츠
'098660,에스티오
'279600,미디어젠
'084670,동양고속
'004545,깨끗한나라우
'261070,TIGER 코스닥150바이오테크
'101000,상상인인더스트리
'003080,성보화학
'040610,SG&G
'002920,유성기업
'155900,바다로19호
'003200,일신방직
'053620,태양
'196230,KBSTAR 단기통안채
'024900,덕양산업
'185680,KODEX 미국S&P바이오(합성)
'036620,버추얼텍
'241690,유니테크노
'019440,세아특수강
'110790,크리스에프앤씨
'038390,레드캡투어
'014440,영보화학
'139320,TIGER 금은선물(H)
'270800,KBSTAR KQ고배당
'284430,KODEX 200미국채혼합
'003925,남양유업우
'000500,가온전선
'139250,TIGER 200 에너지화학
'266360,KODEX 미디어&엔터테인먼트
'005745,크라운해태홀딩스우
'276970,KODEX 미국S&P고배당커버드콜(합성 H)
'011300,성안
'032580,피델릭스
'309230,KINDEX 미국WideMoat가치주
'001067,JW중외제약2우B
'307180,아이엘사이언스
'128540,에코캡
'189690,포시에스
'550045,QV 인버스 레버리지 S&P500 ETN
'041650,상신브레이크
'025000,KPX케미칼
'272580,TIGER 단기채권액티브
'260930,씨티케이코스메틱스
'500016,신한 금 선물 ETN(H)
'001745,SK네트웍스우
'140910,에이리츠
'117460,KODEX 에너지화학
'276990,KODEX 글로벌4차산업로보틱스(합성)
'056090,유앤아이
'322400,HANARO e커머스
'001460,BYC
'550058,QV S&P500 VIX S/T 선물 ETN B
'291620,KOSEF 코스닥150선물인버스
'001810,무림SP
'007575,일양약품우
'038110,에코플라스틱
'053260,금강철강
'120030,조선선재
'001620,케이비아이동국실업
'252410,KBSTAR 200선물인버스
'009835,한화솔루션우
'036190,금화피에스시
'268280,미원에스씨
'292500,SMART KRX300
'003650,미창석유
'051390,YW
'018120,진로발효
'101930,인화정공
'008370,원풍
'004565,현대비앤지스틸우
'510010,대신 인버스 2X 니켈선물 ETN(H)
'015020,이스타코
'081580,성우전자
'500017,신한 은 선물 ETN(H)
'500007,신한 인버스 은 선물 ETN(H)
'003460,유화증권
'245350,TIGER 유로스탁스배당30
'117580,대성에너지
'145995,삼양사우
'175140,인포마크
'003465,유화증권우
'004890,동일산업
'304780,HANARO 200선물레버리지
'140710,KODEX 운송
'211270,AP위성
'085810,알티캐스트
'103230,에스앤더블류
'003100,선광
'003075,코오롱글로벌우
'032960,동일기연
'295040,SMART 200TR
'510009,대신 인버스 철광석 선물 ETN(H)
'030960,양지사
'035000,지투알
'115610,이미지스
'277640,TIGER 코스피대형주
'123700,SJM
'190620,KINDEX 단기통안채
'084870,TBH글로벌
'000540,흥국화재
'025890,한국주강
'024910,경창산업
'138910,KODEX 구리선물(H)
'101730,조이맥스
'510005,대신 2X 아연선물 ETN(H)
'26490K,크라운제과우
'083650,비에이치아이
'049470,SGA
'010145,삼성중공우
'067730,로지시스
'090150,광진윈텍
'253240,KOSEF 200선물인버스
'011080,형지I&C
'500040,신한 레버리지 구리 선물 ETN
'291660,KODEX China H선물인버스(H)
'002710,TCC스틸
'276000,TIGER 글로벌자원생산기업(합성 H)
'006880,신송홀딩스
'292050,KBSTAR KRX300
'153270,KOSEF 코스피100
'026910,광진실업
'092230,KPX홀딩스
'500006,신한 인버스 금 선물 ETN(H)
'008110,대동전자
'319870,KBSTAR KRX300미국달러선물혼합
'023960,에쓰씨엔지니어링
'010470,오리콤
'256440,KINDEX 인도네시아MSCI(합성)
'080580,오킨스전자
'237370,KODEX 배당성장채권혼합
'152550,한국ANKOR유전
'001770,신화실업
'073010,케이에스피
'062860,티엘아이
'000590,CS홀딩스
'069920,아이에스이커머스
'002220,한일철강
'307010,KBSTAR KRX300레버리지
'104520,KOSEF 블루칩
'138070,신진에스엠
'039240,경남스틸
'000995,DB하이텍1우
'067770,세진티에스
'024940,PN풍년
'129260,인터지스
'291680,KBSTAR 차이나H선물인버스(H)
'050960,수산아이앤티
'002787,진흥기업2우B
'080010,이상네트웍스
'071850,캐스텍코리아
'261200,하나금융9호스팩
'291630,KOSEF 코스닥150선물레버리지
'500010,신한 인버스 다우존스지수 선물 ETN(H)
'049800,우진플라임
'174360,KBSTAR 중국본토대형주CSI100
'500041,신한 인버스 2X 구리 선물 ETN
'096300,베트남개발1
'024070,WISCOM
'138540,TIGER 현대차그룹+펀더멘털
'550041,QV 미국 IT TOP5 ETN(H)
'273060,엔에이치스팩12호
'003535,한화투자증권우
'006805,미래에셋대우우
'079170,한창산업
'570042,TRUE 인버스 나스닥 100 ETN
'002785,진흥기업우B
'171120,라이온켐텍
'000230,일동홀딩스
'066670,디스플레이텍
'227610,아우딘퓨쳐스
'115310,인포바인
'138920,KODEX 콩선물(H)
'292150,TIGER TOP10
'261110,TIGER 미국달러선물레버리지
'002420,세기상사
'153460,네이블
'038950,파인디지털
'108675,LG하우시스우
'093190,빅솔론
'168490,한국패러랠
'329560,상상인이안제2호스팩
'149950,아바텍
'023790,동일철강
'267490,KBSTAR 미국장기국채선물레버리지(합성 H)
'00806K,대덕전자1우
'131180,딜리
'004840,DRB동일
'001070,대한방직
'039020,이건홀딩스
'245360,TIGER 차이나HSCEI
'018470,조일알미늄
'530012,삼성 화학 테마주 ETN
'013720,청보산업
'121850,코이즈
'001515,SK증권우
'140580,KBSTAR 우량업종
'034590,인천도시가스
'300950,KODEX 게임산업
'004080,신흥
'315960,KBSTAR 대형고배당10TR
'019010,베뉴지
'500022,신한 인버스 천연가스 선물 ETN(H)
'196030,KINDEX 일본TOPIX레버리지(H)
'004255,NPC우
'075180,새론오토모티브
'570025,TRUE 인버스 유로스탁스50 ETN(H) B
'280320,KINDEX 미국4차산업인터넷(합성 H)
'331380,유진스팩5호
'530016,삼성 미국 대형 가치주 ETN(H)
'230480,KOSEF 미국달러선물인버스2X
'307510,TIGER 의료기기
'261140,TIGER 우선주
'500014,신한 인버스 옥수수 선물 ETN(H)
'261060,TIGER 코스닥150IT
'320000,하나금융13호스팩
'304770,HANARO 코스닥150
'023810,인팩
'005800,신영와코루
'153360,하이골드3호
'109860,동일금속
'003475,유안타증권우
'277540,KINDEX S&P아시아TOP50
'002600,조흥
'006570,대림통상
'020400,대동금속
'261120,TIGER 미국달러선물인버스2X
'111110,호전실업
'001685,대상우
'136340,KBSTAR 중기우량회사채
